,Código IBGE,UF,MUNICiPIO,CoDIGO_NACIONAL
2823,3145901,MG,OURO BRANCO,31
2824,3145877,MG,ORIZÂNIA,32
2825,3145851,MG,ORATÓRIOS,31
2826,3145802,MG,ONÇA DE PITANGUI,37
2827,3145703,MG,OLIVEIRA FORTES,32
2828,3145604,MG,OLIVEIRA,37
2829,3145505,MG,OLÍMPIO NORONHA,35
2830,3145406,MG,OLARIA,32
2831,3145372,MG,NOVORIZONTE,38
2832,3145356,MG,NOVO ORIENTE DE MINAS,33
2833,3145307,MG,NOVO CRUZEIRO,33
2834,3145208,MG,NOVA SERRANA,37
2835,3145109,MG,NOVA RESENDE,35
2836,3145059,MG,NOVA PORTEIRINHA,38
2837,3145000,MG,NOVA PONTE,34
2838,3144904,MG,NOVA MÓDICA,33
2839,3144805,MG,NOVA LIMA,31
2840,3144706,MG,NOVA ERA,31
2841,3144672,MG,NOVA BELÉM,33
2842,3144656,MG,NINHEIRA,38
2843,3144607,MG,NEPOMUCENO,35
2844,3144508,MG,NAZARENO,35
2845,3144409,MG,NATÉRCIA,35
2846,3144375,MG,NATALÂNDIA,38
2847,3144359,MG,NAQUE,33
2848,3144300,MG,NANUQUE,33
2849,3144201,MG,NACIP RAYDAN,33
2850,3144102,MG,MUZAMBINHO,35
2851,3144003,MG,MUTUM,33
2852,3143906,MG,MURIAÉ,32
2853,3143807,MG,MUNHOZ,35
2854,3143708,MG,MORRO DO PILAR,31
2855,3143609,MG,MORRO DA GARÇA,38
2856,3143500,MG,MORADA NOVA DE MINAS,37
2857,3143450,MG,MONTEZUMA,38
2858,3143401,MG,MONTE SIÃO,35
2859,3143302,MG,MONTES CLAROS,38
2860,3143203,MG,MONTE SANTO DE MINAS,35
2861,3143153,MG,MONTE FORMOSO,33
2862,3143104,MG,MONTE CARMELO,34
2863,3143005,MG,MONTE BELO,35
2864,3142908,MG,MONTE AZUL,38
2865,3142809,MG,MONTE ALEGRE DE MINAS,34
2866,3142700,MG,MONTALVÂNIA,38
2867,3142601,MG,MONSENHOR PAULO,35
2868,3142502,MG,MONJOLOS,38
2869,3142403,MG,MOEMA,37
2870,3142304,MG,MOEDA,31
2871,3142254,MG,MIRAVÂNIA,38
2872,3142205,MG,MIRAÍ,32
2873,3142106,MG,MIRADOURO,32
2874,3142007,MG,MIRABELA,38
2875,3141900,MG,MINDURI,35
2876,3141801,MG,MINAS NOVAS,33
2877,3141702,MG,MESQUITA,33
2878,3141603,MG,MERCÊS,32
2879,3141504,MG,MENDES PIMENTEL,33
2880,3141405,MG,MEDINA,33
2881,3141306,MG,MEDEIROS,37
2882,3141207,MG,MATUTINA,34
2883,3141108,MG,MATOZINHOS,31
2884,3141009,MG,MATO VERDE,38
2885,3140902,MG,MATIPÓ,31
2886,3140852,MG,MATIAS CARDOSO,38
2887,3140803,MG,MATIAS BARBOSA,32
2888,3140704,MG,MATEUS LEME,31
2889,3140605,MG,MATERLÂNDIA,33
2890,3140555,MG,MATA VERDE,33
2891,3140530,MG,MARTINS SOARES,33
2892,3140506,MG,MARTINHO CAMPOS,37
2893,3140407,MG,MARMELÓPOLIS,35
2894,3140308,MG,MARLIÉRIA,31
2895,3140209,MG,MARIPÁ DE MINAS,32
2896,3140159,MG,MÁRIO CAMPOS,31
2897,3140100,MG,MARILAC,33
2898,3140001,MG,MARIANA,31
2899,3139904,MG,MARIA DA FÉ,35
2900,3139805,MG,MAR DE ESPANHA,32
2901,3139706,MG,MARAVILHAS,37
2902,3139607,MG,MANTENA,33
2903,3139508,MG,MANHUMIRIM,33
2904,3139409,MG,MANHUAÇU,33
2905,3139300,MG,MANGA,38
2906,3139250,MG,MAMONAS,38
2907,3139201,MG,MALACACHETA,33
2908,3139102,MG,MADRE DE DEUS DE MINAS,32
2909,3139003,MG,MACHADO,35
2910,3138906,MG,MACHACALIS,33
2911,3138807,MG,LUZ,37
2912,3138708,MG,LUMINÁRIAS,35
2913,3138682,MG,LUISLÂNDIA,38
2914,3138674,MG,LUISBURGO,33
2915,3138658,MG,LONTRA,38
2916,3138625,MG,LIMEIRA DO OESTE,34
2917,3138609,MG,LIMA DUARTE,32
2918,3138500,MG,LIBERDADE,32
2919,3138401,MG,LEOPOLDINA,32
2920,3138351,MG,LEME DO PRADO,33
2921,3138302,MG,LEANDRO FERREIRA,37
2922,3138203,MG,LAVRAS,35
2923,3138104,MG,LASSANCE,38
2924,3138005,MG,LARANJAL,32
2925,3137908,MG,LAMIM,31
2926,3137809,MG,LAMBARI,35
2927,3137700,MG,LAJINHA,33
2928,3137601,MG,LAGOA SANTA,31
2929,3137536,MG,LAGOA GRANDE,34
2930,3137502,MG,LAGOA FORMOSA,34
2931,3137403,MG,LAGOA DOURADA,32
2932,3137304,MG,LAGOA DOS PATOS,38
2933,3137205,MG,LAGOA DA PRATA,37
2934,3137106,MG,LAGAMAR,34
2935,3137007,MG,LADAINHA,33
2936,3136959,MG,JUVENÍLIA,38
2937,3136900,MG,JURUAIA,35
2938,3136801,MG,JURAMENTO,38
2939,3136702,MG,JUIZ DE FORA,32
2940,3136652,MG,JUATUBA,31
2941,3136603,MG,NOVA UNIÃO,31
2942,3136579,MG,JOSENÓPOLIS,38
2943,3136553,MG,JOSÉ RAYDAN,33
2944,3136520,MG,JOSÉ GONÇALVES DE MINAS,33
2945,3136504,MG,JORDÂNIA,33
2946,3136405,MG,JOAQUIM FELÍCIO,38
2947,3136306,MG,JOÃO PINHEIRO,38
2948,3136207,MG,JOÃO MONLEVADE,31
2949,3136108,MG,JOANÉSIA,33
2950,3136009,MG,JOAÍMA,33
2951,3135902,MG,JESUÂNIA,35
2952,3135803,MG,JEQUITINHONHA,33
2953,3135704,MG,JEQUITIBÁ,31
2954,3135605,MG,JEQUITAÍ,38
2955,3135506,MG,JEQUERI,31
2956,3135456,MG,JENIPAPO DE MINAS,33
2957,3135407,MG,JECEABA,31
2958,3135357,MG,JAPONVAR,38
2959,3135308,MG,JAPARAÍBA,37
2960,3135209,MG,JANUÁRIA,38
2961,3135100,MG,JANAÚBA,38
2962,3135076,MG,JAMPRUCA,33
2963,3135050,MG,JAÍBA,38
2964,3135001,MG,JAGUARAÇU,31
2965,3134905,MG,JACUTINGA,35
2966,3134806,MG,JACUÍ,35
2967,3134707,MG,JACINTO,33
2968,3134608,MG,JABOTICATUBAS,31
2969,3134509,MG,ITUTINGA,35
2970,3134400,MG,ITURAMA,34
2971,3134301,MG,ITUMIRIM,35
2972,3134202,MG,ITUIUTABA,34
2973,3134103,MG,ITUETA,33
2974,3134004,MG,ITINGA,33
2975,3133907,MG,ITAVERAVA,31
2976,3133808,MG,ITAÚNA,37
2977,3133758,MG,ITAÚ DE MINAS,35
2978,3133709,MG,ITATIAIUÇU,31
2979,3133600,MG,ITAPEVA,35
2980,3133501,MG,ITAPECERICA,37
2981,3133402,MG,ITAPAGIPE,34
2982,3133303,MG,ITAOBIM,33
2983,3133204,MG,ITANHOMI,33
2984,3133105,MG,ITANHANDU,35
2985,3133006,MG,ITAMONTE,35
2986,3132909,MG,ITAMOGI,35
2987,3132800,MG,ITAMBÉ DO MATO DENTRO,31
2988,3132701,MG,ITAMBACURI,33
2989,3132602,MG,ITAMARATI DE MINAS,32
2990,3132503,MG,ITAMARANDIBA,38
2991,3132404,MG,ITAJUBÁ,35
2992,3132305,MG,ITAIPÉ,33
2993,3132206,MG,ITAGUARA,31
2994,3132107,MG,ITACARAMBI,38
2995,3132008,MG,ITACAMBIRA,38
2996,3131901,MG,ITABIRITO,31
2997,3131703,MG,ITABIRA,31
2998,3131604,MG,IRAÍ DE MINAS,34
2999,3131505,MG,IPUIÚNA,35
3000,3131406,MG,IPIAÇU,34
3001,3131307,MG,IPATINGA,31
3002,3131208,MG,IPANEMA,33
3003,3131158,MG,IPABA,31
3004,3131109,MG,INIMUTABA,38
3005,3131000,MG,INHAÚMA,31
3006,3130903,MG,INHAPIM,33
3007,3130804,MG,INGAÍ,35
3008,3130705,MG,INDIANÓPOLIS,34
3009,3130655,MG,INDAIABIRA,38
3010,3130606,MG,INCONFIDENTES,35
3011,3130556,MG,IMBÉ DE MINAS,33
3012,3130507,MG,ILICÍNEA,35
3013,3130408,MG,IJACI,35
3014,3130309,MG,IGUATAMA,37
3015,3130200,MG,IGARATINGA,37
3016,3130101,MG,IGARAPÉ,31
3017,3130051,MG,ICARAÍ DE MINAS,38
3018,3130002,MG,IBITURUNA,35
3019,3129905,MG,IBITIÚRA DE MINAS,35
3020,3129806,MG,IBIRITÉ,31
3021,3129707,MG,IBIRACI,35
3022,3129657,MG,IBIRACATU,38
3023,3129608,MG,IBIAÍ,38
3024,3129509,MG,IBIÁ,34
3025,3129400,MG,IBERTIOGA,32
3026,3129301,MG,IAPU,33
3027,3129202,MG,HELIODORA,35
3028,3129103,MG,GURINHATÃ,34
3029,3129004,MG,GUIRICEMA,32
3030,3128907,MG,GUIMARÂNIA,34
3031,3128808,MG,GUIDOVAL,32
3032,3128709,MG,GUAXUPÉ,35
3033,3128600,MG,GUARDA-MOR,38
3034,3128501,MG,GUARARÁ,32
3035,3128402,MG,GUARANI,32
3036,3128303,MG,GUARANÉSIA,35
3037,3128253,MG,GUARACIAMA,38
3038,3128204,MG,GUARACIABA,31
3039,3128105,MG,GUAPÉ,35
3040,3128006,MG,GUANHÃES,33
3041,3127909,MG,GRUPIARA,34
3042,3127800,MG,GRÃO MOGOL,38
3043,3127701,MG,GOVERNADOR VALADARES,33
3044,3127503,MG,GONZAGA,33
3045,3127404,MG,GONÇALVES,35
3046,3127388,MG,GOIANÁ,32
3047,3127370,MG,GOIABEIRA,33
3048,3127354,MG,GLAUCILÂNDIA,38
3049,3127339,MG,GAMELEIRAS,38
3050,3127305,MG,GALILÉIA,33
3051,3127206,MG,FUNILÂNDIA,31
3052,3127107,MG,FRUTAL,34
3053,3127073,MG,FRUTA DE LEITE,38
3054,3127057,MG,FRONTEIRA DOS VALES,33
3055,3127008,MG,FRONTEIRA,34
3056,3126950,MG,FREI LAGONEGRO,33
3057,3126901,MG,FREI INOCÊNCIO,33
3058,3126802,MG,FREI GASPAR,33
3059,3126752,MG,FRANCISCÓPOLIS,33
3060,3126703,MG,FRANCISCO SÁ,38
3061,3126604,MG,FRANCISCO DUMONT,38
3062,3126505,MG,FRANCISCO BADARÓ,33
3063,3126406,MG,FORTUNA DE MINAS,31
3064,3126307,MG,FORTALEZA DE MINAS,35
3065,3126208,MG,FORMOSO,38
3066,3126109,MG,FORMIGA,37
3067,3126000,MG,FLORESTAL,31
3068,3125952,MG,FERVEDOURO,32
3069,3125903,MG,FERROS,31
3070,3125804,MG,FERNANDES TOURINHO,33
3071,3125705,MG,FELIXLÂNDIA,38
3072,3125606,MG,FELISBURGO,33
3073,3125507,MG,SÃO GONÇALO DO RIO PRETO,38
3074,3125408,MG,FELÍCIO DOS SANTOS,38
3075,3125309,MG,FARIA LEMOS,32
3076,3125200,MG,FAMA,35
3077,3125101,MG,EXTREMA,35
3078,3125002,MG,EWBANK DA CÂMARA,32
3079,3124906,MG,EUGENÓPOLIS,32
3080,3124807,MG,ESTRELA DO SUL,34
3081,3124708,MG,ESTRELA DO INDAIÁ,37
3082,3124609,MG,ESTRELA DALVA,32
3083,3124500,MG,ESTIVA,35
3084,3124401,MG,ESPÍRITO SANTO DO DOURADO,35
3085,3124302,MG,ESPINOSA,38
3086,3124203,MG,ESPERA FELIZ,32
3087,3124104,MG,ESMERALDAS,31
3088,3124005,MG,ERVÁLIA,32
3089,3123908,MG,ENTRE RIOS DE MINAS,31
3090,3123858,MG,ENTRE FOLHAS,33
3091,3123809,MG,ENGENHEIRO NAVARRO,38
3092,3123700,MG,ENGENHEIRO CALDAS,33
3093,3123601,MG,ELÓI MENDES,35
3094,3123528,MG,DURANDÉ,33
3095,3123502,MG,DOURADOQUARA,34
3096,3123403,MG,DORESÓPOLIS,37
3097,3123304,MG,DORES DO TURVO,32
3098,3123205,MG,DORES DO INDAIÁ,37
3099,3123106,MG,DORES DE GUANHÃES,33
3100,3123007,MG,DORES DE CAMPOS,32
3101,3122801,MG,DOM VIÇOSO,35
3102,3122702,MG,DOM SILVÉRIO,31
3103,3122603,MG,DOM JOAQUIM,31
3104,3122504,MG,DOM CAVATI,33
3105,3122470,MG,DOM BOSCO,38
3106,3122454,MG,DIVISÓPOLIS,33
3107,3122405,MG,DIVISA NOVA,35
3108,3122355,MG,DIVISA ALEGRE,33
3109,3122306,MG,DIVINÓPOLIS,37
3110,3122207,MG,DIVINOLÂNDIA DE MINAS,33
3111,3122108,MG,DIVINO DAS LARANJEIRAS,33
3112,3122009,MG,DIVINO,32
3113,3121902,MG,DIVINÉSIA,32
3114,3121803,MG,DIONÍSIO,31
3115,3121704,MG,DIOGO DE VASCONCELOS,31
3116,3121605,MG,DIAMANTINA,38
3117,3121506,MG,DESTERRO DO MELO,32
3118,3121407,MG,DESTERRO DE ENTRE RIOS,31
3119,3121308,MG,DESCOBERTO,32
3120,3121258,MG,DELTA,34
3121,3121209,MG,DELFINÓPOLIS,35
3122,3121100,MG,DELFIM MOREIRA,35
3123,3121001,MG,DATAS,38
3124,3120904,MG,CURVELO,38
3125,3120870,MG,CURRAL DE DENTRO,33
3126,3120839,MG,CUPARAQUE,33
3127,3120805,MG,CRUZÍLIA,35
3128,3120706,MG,CRUZEIRO DA FORTALEZA,34
3129,3120607,MG,CRUCILÂNDIA,31
3130,3120508,MG,CRISTINA,35
3131,3120409,MG,CRISTIANO OTONI,31
3132,3120300,MG,CRISTÁLIA,38
3133,3120201,MG,CRISTAIS,35
3134,3120151,MG,CRISÓLITA,33
3135,3120102,MG,COUTO DE MAGALHÃES DE MINAS,38
3136,3120003,MG,CÓRREGO NOVO,33
3137,3119955,MG,CÓRREGO FUNDO,37
3138,3119906,MG,CÓRREGO DO BOM JESUS,35
3139,3119807,MG,CÓRREGO DANTA,37
3140,3119708,MG,CORONEL XAVIER CHAVES,32
3141,3119609,MG,CORONEL PACHECO,32
3142,3119500,MG,CORONEL MURTA,33
3143,3119401,MG,CORONEL FABRICIANO,31
3144,3119302,MG,COROMANDEL,34
3145,3119203,MG,COROACI,33
3146,3119104,MG,CORINTO,38
3147,3119005,MG,CORDISLÂNDIA,35
3148,3118908,MG,CORDISBURGO,31
3149,3118809,MG,CORAÇÃO DE JESUS,38
3150,3118700,MG,COQUEIRAL,35
3151,3118601,MG,CONTAGEM,31
3152,3118502,MG,CONSOLAÇÃO,35
3153,3118403,MG,CONSELHEIRO PENA,33
3154,3118304,MG,CONSELHEIRO LAFAIETE,31
3155,3118205,MG,CONQUISTA,34
3156,3118106,MG,CONGONHAS DO NORTE,31
3157,3118007,MG,CONGONHAS,31
3158,3117900,MG,CONGONHAL,35
3159,3117876,MG,CONFINS,31
3160,3117836,MG,CÔNEGO MARINHO,38
3161,3117801,MG,CONCEIÇÃO DOS OUROS,35
3162,3117702,MG,CONCEIÇÃO DO RIO VERDE,35
3163,3117603,MG,CONCEIÇÃO DO PARÁ,37
3164,3117504,MG,CONCEIÇÃO DO MATO DENTRO,31
3165,3117405,MG,CONCEIÇÃO DE IPANEMA,33
3166,3117306,MG,CONCEIÇÃO DAS ALAGOAS,34
3167,3117207,MG,CONCEIÇÃO DAS PEDRAS,35
3168,3117108,MG,CONCEIÇÃO DA APARECIDA,35
3169,3117009,MG,COMERCINHO,33
3170,3116902,MG,COMENDADOR GOMES,34
3171,3116803,MG,COLUNA,33
3172,3116704,MG,COIMBRA,32
3173,3116605,MG,CLÁUDIO,37
3174,3116506,MG,CLARO DOS POÇÕES,38
3175,3116407,MG,CLARAVAL,34
3176,3116308,MG,CIPOTÂNEA,32
3177,3116209,MG,CHIADOR,32
3178,3116159,MG,CHAPADA GAÚCHA,38
3179,3116100,MG,CHAPADA DO NORTE,33
3180,3116001,MG,CHALÉ,33
3181,3115904,MG,CHÁCARA,32
3182,3115805,MG,CENTRALINA,34
3183,3115706,MG,CENTRAL DE MINAS,33
3184,3115607,MG,CEDRO DO ABAETÉ,37
3185,3115508,MG,CAXAMBU,35
3186,3115474,MG,CATUTI,38
3187,3115458,MG,CATUJI,33
3188,3115409,MG,CATAS ALTAS DA NORUEGA,31
3189,3115359,MG,CATAS ALTAS,31
3190,3115300,MG,CATAGUASES,32
3191,3115201,MG,CONCEIÇÃO DA BARRA DE MINAS,32
3192,3115102,MG,CÁSSIA,35
3193,3115003,MG,CASCALHO RICO,34
3194,3114907,MG,CASA GRANDE,31
3195,3114808,MG,CARVALHOS,35
3196,3114709,MG,CARVALHÓPOLIS,35
3197,3114600,MG,CARRANCAS,35
3198,3114550,MG,CARNEIRINHO,34
3199,3114501,MG,CARMÓPOLIS DE MINAS,37
3200,3114402,MG,CARMO DO RIO CLARO,35
3201,3114303,MG,CARMO DO PARANAÍBA,34
3202,3114204,MG,CARMO DO CAJURU,37
3203,3114105,MG,CARMO DE MINAS,35
3204,3114006,MG,CARMO DA MATA,37
3205,3113909,MG,CARMO DA CACHOEIRA,35
3206,3113800,MG,CARMÉSIA,31
3207,3113701,MG,CARLOS CHAGAS,33
3208,3113602,MG,CAREAÇU,35
3209,3113503,MG,CARBONITA,38
3210,3113404,MG,CARATINGA,33
3211,3113305,MG,CARANGOLA,32
3212,3113206,MG,CARANDAÍ,32
3213,3113107,MG,CARANAÍBA,31
3214,3113008,MG,CARAÍ,33
3215,3112901,MG,CAPUTIRA,31
3216,3112802,MG,CAPITÓLIO,37
3217,3112703,MG,CAPITÃO ENÉAS,38
3218,3112653,MG,CAPITÃO ANDRADE,33
3219,3112604,MG,CAPINÓPOLIS,34
3220,3112505,MG,CAPIM BRANCO,31
3221,3112406,MG,CAPETINGA,35
3222,3112307,MG,CAPELINHA,33
3223,3112208,MG,CAPELA NOVA,31
3224,3112109,MG,CAPARAÓ,32
3225,3112059,MG,CANTAGALO,33
3226,3112000,MG,CANDEIAS,35
3227,3111903,MG,CANA VERDE,35
3228,3111804,MG,CANÁPOLIS,34
3229,3111705,MG,CANAÃ,31
3230,3111606,MG,CAMPOS GERAIS,35
3231,3111507,MG,CAMPOS ALTOS,37
3232,3111408,MG,CAMPO FLORIDO,34
3233,3111309,MG,CAMPO DO MEIO,35
3234,3111200,MG,CAMPO BELO,35
3235,3111150,MG,CAMPO AZUL,38
3236,3111101,MG,CAMPINA VERDE,34
3237,3111002,MG,CAMPESTRE,35
3238,3110905,MG,CAMPANHA,35
3239,3110806,MG,CAMPANÁRIO,33
3240,3110707,MG,CAMBUQUIRA,35
3241,3110608,MG,CAMBUÍ,35
3242,3110509,MG,CAMANDUCAIA,35
3243,3110400,MG,CAMACHO,37
3244,3110301,MG,CALDAS,35
3245,3110202,MG,CAJURI,31
3246,3110103,MG,CAIANA,32
3247,3110004,MG,CAETÉ,31
3248,3109907,MG,CAETANÓPOLIS,31
3249,3109808,MG,CACHOEIRA DOURADA,34
3250,3109709,MG,CACHOEIRA DE MINAS,35
3251,3109600,MG,CACHOEIRA DA PRATA,31
3252,3109501,MG,CABO VERDE,35
3253,3109451,MG,CABECEIRA GRANDE,38
3254,3109402,MG,BURITIZEIRO,38
3255,3109303,MG,BURITIS,38
3256,3109253,MG,BUGRE,33
3257,3109204,MG,BUENÓPOLIS,38
3258,3109105,MG,BUENO BRANDÃO,35
3259,3109006,MG,BRUMADINHO,31
3260,3108909,MG,BRAÚNAS,33
3261,3108701,MG,BRÁS PIRES,32
3262,3108602,MG,BRASÍLIA DE MINAS,38
3263,3108503,MG,BOTUMIRIM,38
3264,3108404,MG,BOTELHOS,35
3265,3108305,MG,BORDA DA MATA,35
3266,3108255,MG,BONITO DE MINAS,38
3267,3108206,MG,BONFINÓPOLIS DE MINAS,38
3268,3108107,MG,BONFIM,31
3269,3108008,MG,BOM SUCESSO,35
3270,3107901,MG,BOM REPOUSO,35
3271,3107802,MG,BOM JESUS DO GALHO,33
3272,3107703,MG,BOM JESUS DO AMPARO,31
3273,3107604,MG,BOM JESUS DA PENHA,35
3274,3107505,MG,BOM JARDIM DE MINAS,32
3275,3107406,MG,BOM DESPACHO,37
3276,3107307,MG,BOCAIÚVA,38
3277,3107208,MG,BOCAINA DE MINAS,32
3278,3107109,MG,BOA ESPERANÇA,35
3279,3107000,MG,BIQUINHAS,37
3280,3106903,MG,BICAS,32
3281,3106804,MG,BIAS FORTES,32
3282,3106705,MG,BETIM,31
3283,3106655,MG,BERIZAL,38
3284,3106606,MG,BERTÓPOLIS,33
3285,3106507,MG,BERILO,33
3286,3106408,MG,BELO VALE,31
3287,3106309,MG,BELO ORIENTE,31
3288,3106200,MG,BELO HORIZONTE,31
3289,3106101,MG,BELMIRO BRAGA,32
3290,3106002,MG,BELA VISTA DE MINAS,31
3291,3105905,MG,BARROSO,32
3292,3105707,MG,BARRA LONGA,31
3293,3105608,MG,BARBACENA,32
3294,3105509,MG,BARÃO DE MONTE ALTO,32
3295,3105400,MG,BARÃO DE COCAIS,31
3296,3105301,MG,BANDEIRA DO SUL,35
3297,3105202,MG,BANDEIRA,33
3298,3105103,MG,BAMBUÍ,37
3299,3105004,MG,BALDIM,31
3300,3104908,MG,BAEPENDI,35
3301,3104809,MG,AUGUSTO DE LIMA,38
3302,3104700,MG,ATALÉIA,33
3303,3104601,MG,ASTOLFO DUTRA,32
3304,3104502,MG,ARINOS,38
3305,3104452,MG,ARICANDUVA,33
3306,3104403,MG,ARGIRITA,32
3307,3104304,MG,AREADO,35
3308,3104205,MG,ARCOS,37
3309,3104106,MG,ARCEBURGO,35
3310,3104007,MG,ARAXÁ,34
3311,3103900,MG,ARAÚJOS,37
3312,3103801,MG,ARAPUÁ,34
3313,3103751,MG,ARAPORÃ,34
3314,3103702,MG,ARAPONGA,31
3315,3103603,MG,ARANTINA,32
3316,3103504,MG,ARAGUARI,34
3317,3103405,MG,ARAÇUAÍ,33
3318,3103306,MG,ARACITABA,32
3319,3103207,MG,ARAÇAÍ,31
3320,3103108,MG,ANTÔNIO PRADO DE MINAS,32
3321,3103009,MG,ANTÔNIO DIAS,31
3322,3102902,MG,ANTÔNIO CARLOS,32
3323,3102852,MG,ANGELÂNDIA,33
3324,3102803,MG,ANDRELÂNDIA,35
3325,3102704,MG,CACHOEIRA DE PAJEÚ,33
3326,3102605,MG,ANDRADAS,35
3327,3102506,MG,AMPARO DO SERRA,31
3328,3102407,MG,ALVORADA DE MINAS,31
3329,3102308,MG,ALVINÓPOLIS,31
3330,3102209,MG,ALVARENGA,33
3331,3102100,MG,ALTO RIO DOCE,32
3332,3102050,MG,ALTO CAPARAÓ,32
3333,3102001,MG,ALTEROSA,35
3334,3101904,MG,ALPINÓPOLIS,35
3335,3101805,MG,ALPERCATA,33
3336,3101706,MG,ALMENARA,33
3337,3101631,MG,ALFREDO VASCONCELOS,32
3338,3101607,MG,ALFENAS,35
3339,3101508,MG,ALÉM PARAÍBA,32
3340,3101409,MG,ALBERTINA,35
3341,3101300,MG,ALAGOA,35
3342,3101201,MG,AIURUOCA,35
3343,3101102,MG,AIMORÉS,33
3344,3101003,MG,ÁGUAS VERMELHAS,33
3345,3100906,MG,ÁGUAS FORMOSAS,33
3346,3100807,MG,AGUANIL,35
3347,3100708,MG,ÁGUA COMPRIDA,34
3348,3100609,MG,ÁGUA BOA,33
3349,3100500,MG,AÇUCENA,33
3350,3100401,MG,ACAIACA,31
3351,3100302,MG,ABRE CAMPO,31
3352,3100203,MG,ABAETÉ,37
3353,3100104,MG,ABADIA DOS DOURADOS,34
3354,2933604,BA,XIQUE-XIQUE,74
3355,2933505,BA,WENCESLAU GUIMARÃES,73
3356,2933455,BA,WANDERLEY,77
3357,2933406,BA,WAGNER,75
3358,2933307,BA,VITÓRIA DA CONQUISTA,77
3359,2933257,BA,VEREDA,73
3360,2933208,BA,VERA CRUZ,71
3361,2933174,BA,VARZEDO,75
3362,2933158,BA,VÁRZEA NOVA,74
3363,2933109,BA,VÁRZEA DO POÇO,74
3364,2933059,BA,VÁRZEA DA ROÇA,74
3365,2933000,BA,VALENTE,75
3366,2932903,BA,VALENÇA,75
3367,2932804,BA,UTINGA,75
3368,2932705,BA,URUÇUCA,73
3369,2932606,BA,URANDI,77
3370,2932507,BA,UNA,73
3371,2932457,BA,UMBURANAS,74
3372,2932408,BA,UIBAÍ,74
3373,2932309,BA,UBATÃ,73
3374,2932200,BA,UBAITABA,73
3375,2932101,BA,UBAÍRA,75
3376,2932002,BA,UAUÁ,74
3377,2931905,BA,TUCANO,75
3378,2931806,BA,TREMEDAL,77
3379,2931707,BA,TERRA NOVA,75
3380,2931608,BA,TEOLÂNDIA,73
3381,2931509,BA,TEOFILÂNDIA,75
3382,2931400,BA,TEODORO SAMPAIO,75
3383,2931350,BA,TEIXEIRA DE FREITAS,73
3384,2931301,BA,TAPIRAMUTÁ,74
3385,2931202,BA,TAPEROÁ,75
3386,2931103,BA,TANQUINHO,75
3387,2931053,BA,TANQUE NOVO,77
3388,2931004,BA,TANHAÇU,77
3389,2930907,BA,TABOCAS DO BREJO VELHO,77
3390,2930808,BA,SOUTO SOARES,75
3391,2930774,BA,SOBRADINHO,74
3392,2930766,BA,SÍTIO DO QUINTO,75
3393,2930758,BA,SÍTIO DO MATO,77
3394,2930709,BA,SIMÕES FILHO,71
3395,2930600,BA,SERROLÂNDIA,74
3396,2930501,BA,SERRINHA,75
3397,2930402,BA,SERRA PRETA,75
3398,2930303,BA,SERRA DOURADA,77
3399,2930204,BA,SENTO SÉ,74
3400,2930154,BA,SERRA DO RAMALHO,77
3401,2930105,BA,SENHOR DO BONFIM,74
3402,2930006,BA,SEBASTIÃO LARANJEIRAS,77
3403,2929909,BA,SEABRA,75
3404,2929800,BA,SAÚDE,74
3405,2929750,BA,SAUBARA,71
3406,2929701,BA,SÁTIRO DIAS,75
3407,2929602,BA,SAPEAÇU,75
3408,2929503,BA,SÃO SEBASTIÃO DO PASSÉ,71
3409,2929404,BA,SÃO MIGUEL DAS MATAS,75
3410,2929370,BA,SÃO JOSÉ DO JACUÍPE,74
3411,2929354,BA,SÃO JOSÉ DA VITÓRIA,73
3412,2929305,BA,SÃO GONÇALO DOS CAMPOS,75
3413,2929255,BA,SÃO GABRIEL,74
3414,2929206,BA,SÃO FRANCISCO DO CONDE,71
3415,2929107,BA,SÃO FELIPE,75
3416,2929057,BA,SÃO FÉLIX DO CORIBE,77
3417,2929008,BA,SÃO FÉLIX,75
3418,2928950,BA,SÃO DOMINGOS,75
3419,2928901,BA,SÃO DESIDÉRIO,77
3420,2928802,BA,SANTO ESTÊVÃO,75
3421,2928703,BA,SANTO ANTÔNIO DE JESUS,75
3422,2928604,BA,SANTO AMARO,75
3423,2928505,BA,SANTA TERESINHA,75
3424,2928406,BA,SANTA RITA DE CÁSSIA,77
3425,2928307,BA,SANTANÓPOLIS,75
3426,2928208,BA,SANTANA,77
3427,2928109,BA,SANTA MARIA DA VITÓRIA,77
3428,2928059,BA,SANTA LUZIA,73
3429,2928000,BA,SANTALUZ,75
3430,2927903,BA,SANTA INÊS,73
3431,2927804,BA,SANTA CRUZ DA VITÓRIA,73
3432,2927705,BA,SANTA CRUZ CABRÁLIA,73
3433,2927606,BA,SANTA BRÍGIDA,75
3434,2927507,BA,SANTA BÁRBARA,75
3435,2927408,BA,SALVADOR,71
3436,2927309,BA,SALINAS DA MARGARIDA,75
3437,2927200,BA,RUY BARBOSA,75
3438,2927101,BA,RODELAS,75
3439,2927002,BA,RIO REAL,75
3440,2926905,BA,RIO DO PIRES,77
3441,2926806,BA,RIO DO ANTÔNIO,77
3442,2926707,BA,RIO DE CONTAS,77
3443,2926657,BA,RIBEIRÃO DO LARGO,77
3444,2926608,BA,RIBEIRA DO POMBAL,75
3445,2926509,BA,RIBEIRA DO AMPARO,75
